"y" "x"
11.0661555254266 2.655086631421
11.3398197595692 3.7212389963679
11.6024779769201 5.72853363351896
11.9308839948997 9.08207789994776
10.8833652964337 2.01681931037456
12.027605682388 8.98389684967697
11.8759622171822 9.44675268605351
11.809546286411 6.60797792486846
11.6487586052713 6.2911404389888
10.2682492118101 0.617862704675645
10.9790873023662 2.05974574899301
10.8391764437309 1.76556752528995
11.8475643631865 6.87022846657783
11.48578939404 3.84103718213737
12.008973856888 7.69841419998556
11.6298951544022 4.97699242085218
11.8022494030847 7.17618508264422
11.9804189199901 9.91906094830483
11.4699083140922 3.80035179434344
11.987743944681 7.77445221319795
11.9358271513184 9.34705231105909
10.6717134826028 2.12142521282658
11.7689194131377 6.51673766085878
10.3547922929717 1.25555095961317
10.9430373940778 2.67220668727532
11.3544314064329 3.86114092543721
9.99748131956768 0.133903331588954
11.2957546811157 3.82387957070023
11.9706307122622 8.6969084572047
11.2524423285714 3.4034899668768
11.4074575964987 4.82080115471035
11.7676492351381 5.99565825425088
11.7104493651789 4.93541307048872
10.8173300896002 1.86217601411045
11.8270614009159 8.27373318606988
11.7100940124592 6.68466738192365
11.9851601725945 7.9423986072652
10.3184598889706 1.07943625887856
11.8701192555761 7.23710946040228
11.3841949181181 4.11274429643527
12.0708544074335 8.20946294115856
11.7552145264487 6.47060193819925
11.8597877463995 7.8293276228942
11.7943779930078 5.53036311641335
11.5780621829738 5.29719580197707
11.9434012374143 7.89356231689453
10.1377438471405 0.23331202333793
11.5537237652912 4.77230065036565
11.8414012979707 7.323137386702
11.9420984562543 6.92731556482613
11.5445071708376 4.77619622135535
11.9446080387881 8.612094768323
11.6436482027139 4.38097107224166
11.2127299180134 2.44797277031466
10.3843481304946 0.706790471449494
10.5373750413575 0.994661601725966
11.122662131222 3.1627170718275
11.7100380408917 5.18634263193235
11.7825572741023 6.62005076417699
11.4685412701912 4.06830187188461
11.8679886241308 9.12875924259424
11.1028969483758 2.93603372760117
11.4660751284919 4.59065726259723
11.2907650885012 3.32394674187526
11.942190310514 6.5087046707049
11.1625827140606 2.58016780717298
11.6598626085578 4.78545248275623
11.8845064971357 7.66310670645908
10.4497168238662 0.842469143681228
11.8578851567261 8.75321330036968
